cod_ibge,year,cases_deng,cases_lept,cases_mala,cases_leiv,cases_ltan
351990,2011,14,0,0,0,0
352000,2011,43,1,0,0,1
352010,2011,422,0,0,0,0
352030,2011,711,1,0,0,0
352040,2011,431,16,0,0,0
352042,2011,41,2,0,0,0
352044,2011,82,0,0,2,0
352050,2011,363,18,1,0,1
352060,2011,22,0,0,0,0
352070,2011,37,0,0,0,0
352080,2011,11,0,0,0,0
352090,2011,40,0,0,0,0
352100,2011,463,3,0,0,1
352110,2011,40,0,0,0,0
352115,2011,26,0,0,0,0
352120,2011,0,0,0,0,8
352130,2011,285,0,0,0,0
352140,2011,214,0,0,0,0
352150,2011,102,3,0,0,0
352160,2011,8,0,0,0,0
352170,2011,4,0,0,0,0
352180,2011,5,0,0,0,0
352190,2011,31,12,0,0,0
352200,2011,7,0,0,0,0
352210,2011,111,12,0,0,0
352220,2011,55,29,0,0,1
352230,2011,120,8,2,0,0
352240,2011,62,11,1,0,1
352250,2011,236,26,1,1,1
352260,2011,134,1,0,0,1
352270,2011,159,0,0,0,0
352290,2011,82,0,0,0,0
352300,2011,14,0,0,0,0
352310,2011,60,34,0,0,0
352320,2011,16,0,0,0,0
352330,2011,23,1,0,0,2
352340,2011,195,24,0,0,0
352350,2011,13,0,0,0,0
352360,2011,10,0,0,0,0
352370,2011,3,0,0,0,1
352380,2011,11,0,0,0,0
352390,2011,844,29,0,0,0
352400,2011,25,3,0,0,0
352410,2011,1637,0,0,0,1
352420,2011,21,0,0,0,0
352430,2011,202,4,0,0,1
352440,2011,457,42,0,0,3
352450,2011,45,0,0,0,0
352460,2011,150,0,0,0,3
352470,2011,187,24,0,1,1
352480,2011,576,1,0,8,1
352490,2011,0,0,0,0,0
352500,2011,49,8,0,0,0
352510,2011,545,1,0,0,1
352520,2011,10,1,0,1,0
352530,2011,381,12,1,1,0
352540,2011,0,0,0,0,0
352550,2011,2,1,0,0,0
352560,2011,2,0,0,0,0
352570,2011,126,0,0,0,0
352580,2011,2,0,0,0,0
352585,2011,13,0,0,0,0
352590,2011,703,42,0,0,3
352600,2011,140,0,0,0,0
352610,2011,52,4,0,0,1
352620,2011,9,4,0,0,1
352630,2011,5,0,0,0,0
352640,2011,285,1,0,0,0
352650,2011,8,0,0,0,0
352670,2011,952,1,0,0,1
352680,2011,100,7,0,0,0
352690,2011,3267,25,0,0,2
352700,2011,0,1,0,0,0
352710,2011,939,1,1,6,1
352720,2011,2675,11,0,0,0
352725,2011,6,0,0,0,0
352730,2011,108,21,0,0,0
352740,2011,48,0,0,0,0
352750,2011,1,1,0,0,0
352760,2011,154,0,0,0,0
352770,2011,7,0,0,1,0
352780,2011,15,0,0,0,0
352790,2011,8,0,0,0,0
352800,2011,32,0,0,0,0
352810,2011,12,0,0,0,0
352820,2011,4,0,0,1,0
352830,2011,21,0,0,0,0
352840,2011,44,3,1,0,2
352850,2011,10,2,0,0,2
352860,2011,10,1,0,0,0
352870,2011,1,0,0,0,0
352880,2011,19,1,0,0,0
352885,2011,12,7,0,0,0
352890,2011,16,0,0,0,0
352900,2011,1089,24,20,25,1
352910,2011,36,0,0,0,0
352920,2011,30,1,0,0,0
352930,2011,648,5,0,0,0
352940,2011,147,73,0,0,0
352950,2011,31,0,0,0,0
352960,2011,9,0,0,0,0
352965,2011,8,0,0,0,0
352970,2011,157,0,0,0,0
352980,2011,5,1,0,0,0
352990,2011,37,7,0,0,1
353000,2011,28,0,0,0,0
353010,2011,76,0,0,2,1
353020,2011,158,0,0,0,0
353030,2011,192,0,0,0,0
353040,2011,24,0,0,0,0
353050,2011,244,3,0,0,0
353060,2011,96,52,2,0,0
353070,2011,1065,3,0,0,3
353080,2011,2453,2,0,0,2
353100,2011,2,0,0,0,0
353110,2011,174,3,0,0,0
353120,2011,2,2,0,0,0
353130,2011,316,2,0,0,0
353140,2011,154,0,0,0,0
353150,2011,108,0,0,0,0
353160,2011,7,0,0,0,0
353180,2011,59,0,0,0,0
353190,2011,222,0,0,0,0
353200,2011,27,4,0,0,0
353205,2011,23,0,0,0,0
353210,2011,33,0,0,0,0
353220,2011,12,0,0,0,0
353230,2011,7,0,0,0,0
353240,2011,1,0,0,0,1
353250,2011,34,0,0,0,0
353260,2011,19,0,0,0,0
353270,2011,18,1,0,0,0
353280,2011,110,0,0,0,0
353284,2011,41,0,0,0,0
353286,2011,0,0,0,0,0
353290,2011,25,0,0,0,0
353300,2011,49,0,0,0,0
353310,2011,10,0,0,0,0
353320,2011,27,0,0,0,0
353325,2011,67,3,0,0,0
353330,2011,2,0,0,0,0
353340,2011,202,13,0,0,0
353350,2011,98,1,0,0,1
353360,2011,28,0,0,0,0
353370,2011,18,0,0,0,0
353390,2011,275,1,0,0,0
353400,2011,28,1,0,0,0
353410,2011,45,1,0,0,0
353420,2011,24,0,0,0,0
353430,2011,370,1,0,0,0
353440,2011,1247,56,2,0,0
353450,2011,22,14,0,0,0
353460,2011,108,0,0,0,0
353470,2011,1023,8,0,0,1
353475,2011,68,1,1,0,0
353480,2011,27,0,0,0,0
353490,2011,38,0,0,2,1
353500,2011,55,0,0,0,0
353510,2011,30,2,0,0,0
353520,2011,56,0,0,0,0
353530,2011,269,5,0,0,0
353540,2011,235,0,0,0,0
353550,2011,165,0,0,0,1
353560,2011,15,3,0,0,0
353570,2011,22,1,0,0,0
353580,2011,2,0,0,0,0
353590,2011,16,1,0,0,0
353600,2011,133,0,0,1,0
353610,2011,2,0,0,0,0
353620,2011,194,36,2,0,1
353625,2011,24,0,0,0,0
353630,2011,1,0,0,0,0
353640,2011,8,0,0,0,0
353650,2011,267,50,0,0,0
353657,2011,1,0,0,0,0
353660,2011,180,0,0,0,0
353670,2011,97,0,0,0,0
353690,2011,34,0,0,0,0
353700,2011,55,0,0,0,0
353710,2011,71,8,0,0,0
353715,2011,2,0,0,0,0
353720,2011,8,0,0,0,2
353730,2011,140,1,0,6,0
353740,2011,141,0,0,1,0
353750,2011,20,0,0,0,0
353760,2011,293,18,3,0,0
353770,2011,7,0,0,0,0
353780,2011,75,1,0,0,0
353790,2011,18,3,0,0,0
353800,2011,2767,4,0,0,1
353810,2011,65,10,0,0,0
353820,2011,0,0,0,0,0
353830,2011,8,0,0,0,0
353860,2011,11,2,0,0,0
353870,2011,1654,99,4,0,6
353880,2011,34,6,0,0,1
353890,2011,56,0,0,0,0
353900,2011,19,3,0,0,0
353910,2011,146,8,0,0,0
353920,2011,21,0,0,0,0
353930,2011,476,4,0,0,0
353940,2011,63,0,0,0,0
353950,2011,360,2,0,0,0
353960,2011,27,0,0,0,0
353970,2011,2,1,0,0,0
353980,2011,37,8,0,0,0
353990,2011,14,0,0,0,0
354000,2011,39,0,0,0,0
354020,2011,447,1,0,0,0
354025,2011,12,0,0,0,0
354030,2011,19,0,0,0,0
354040,2011,4,0,0,0,0
354060,2011,1271,18,0,0,2
354070,2011,198,0,0,0,0
354075,2011,598,0,0,0,0
354080,2011,37,0,0,0,0
354085,2011,6,0,0,0,0
354090,2011,183,0,0,0,0
354100,2011,266,19,0,0,1
354105,2011,3,0,0,0,0
354110,2011,4,0,0,0,0
354120,2011,61,1,0,0,0
354130,2011,122,1,0,0,0
354140,2011,1350,51,17,43,1
354150,2011,79,0,0,0,0
354160,2011,66,1,0,0,0
354165,2011,1,0,0,0,0
354170,2011,20,0,0,0,0
354190,2011,27,1,0,0,0
354200,2011,19,0,0,0,0
354210,2011,0,0,0,0,0
354220,2011,216,0,0,0,0
354240,2011,52,0,0,0,0
354250,2011,28,0,0,0,0
354260,2011,124,13,1,0,0
354270,2011,11,0,0,0,0
354290,2011,7,0,0,0,0
354310,2011,3,0,0,0,0
354320,2011,2,0,0,0,0
354330,2011,25,20,0,0,0
354340,2011,47479,63,40,4,19
354350,2011,4,0,0,0,0
354360,2011,12,0,0,0,0
354370,2011,71,0,0,0,0
354380,2011,20,0,0,1,1
354390,2011,2641,27,0,1,2
354400,2011,105,4,0,0,0
354410,2011,9,2,0,0,0
354420,2011,102,0,0,0,0
354425,2011,64,0,0,0,0
354430,2011,23,1,0,0,0
354440,2011,8,0,0,0,0
354450,2011,51,0,0,0,0
354460,2011,8,0,0,0,0
354470,2011,5,0,0,0,0
354480,2011,25,1,0,0,0
354490,2011,268,0,0,0,0
354500,2011,1,0,0,0,0
354510,2011,16,0,0,1,2
354515,2011,11,0,0,0,0
354520,2011,335,8,0,0,0
354530,2011,50,0,0,0,0
354540,2011,11,0,0,0,0
354560,2011,16,0,0,0,0
354570,2011,15,0,0,0,0
354580,2011,1506,36,0,0,1
354600,2011,19,1,0,0,0
354610,2011,32,0,0,1,0
354620,2011,7,0,0,0,0
354630,2011,78,0,0,0,0
354640,2011,378,2,0,0,0
354650,2011,12,0,0,0,0
354660,2011,1136,0,0,7,0
354670,2011,187,0,0,0,0
354680,2011,8,10,0,0,0
354690,2011,27,0,0,0,0
354710,2011,5,0,0,0,0
354720,2011,18,0,0,0,0
354730,2011,632,19,0,0,0
354740,2011,40,0,0,0,0
354750,2011,103,0,0,0,0
354760,2011,407,0,0,0,0
354765,2011,5,0,0,0,0
354770,2011,46,0,0,0,0
354780,2011,661,90,1,0,3
354790,2011,14,0,0,0,0
354800,2011,556,3,0,0,0
354805,2011,6,0,0,0,0
354810,2011,12,0,0,0,0
354830,2011,4,0,0,0,0
354840,2011,10,0,0,0,0
354850,2011,987,68,39,1,6
354860,2011,3,0,0,0,0
354870,2011,637,68,0,0,2
354880,2011,95,15,0,0,0
354890,2011,802,16,0,0,0
354900,2011,128,0,0,0,0
354910,2011,146,1,0,0,0
354920,2011,4,0,0,0,0
354925,2011,10,0,0,0,0
354930,2011,2,0,0,0,0
354940,2011,995,0,0,0,0
354950,2011,1,0,0,0,0
354960,2011,0,0,0,0,0
354970,2011,144,2,0,0,0
354980,2011,9814,112,32,31,2
354990,2011,6664,54,2,0,1
354995,2011,3,5,0,0,0
355000,2011,18,0,0,0,0
355010,2011,45,1,0,0,1
355020,2011,9,0,0,0,0
355030,2011,16093,1628,193,44,73
355040,2011,25,0,0,0,0
355060,2011,70,6,1,0,6
355070,2011,1720,11,1,0,0
355080,2011,4,0,0,0,0
355090,2011,291,0,0,0,0
355100,2011,159,15,1,0,0
355110,2011,21,0,0,0,0
355130,2011,3,0,0,0,0
355140,2011,345,0,0,0,0
355150,2011,1253,0,0,0,2
355160,2011,49,37,0,0,0
355170,2011,1639,6,0,0,0
355180,2011,13,1,0,0,12
355190,2011,33,0,0,0,0
355200,2011,9,0,0,0,0
355210,2011,10,16,0,0,0
355220,2011,12277,187,9,1,9
355230,2011,25,0,0,1,0
355240,2011,2038,140,0,0,0
355250,2011,86,27,0,0,0
355255,2011,14,0,0,0,0
355260,2011,29,1,0,0,0
355270,2011,61,0,0,0,0
355280,2011,220,22,0,1,0
355290,2011,9,0,0,0,0
355300,2011,12,0,0,0,0
355310,2011,17,0,0,0,0
355320,2011,10,0,0,0,0
355330,2011,456,0,0,0,1
355340,2011,234,2,0,1,0
355360,2011,108,0,0,0,0
355365,2011,4,0,0,0,0
355370,2011,174,0,0,0,0
355380,2011,12,0,0,0,0
355385,2011,1,0,0,0,0
355390,2011,7,0,0,0,0
355395,2011,19,0,0,0,0
355400,2011,144,7,2,0,0
355410,2011,6111,8,0,1,4
355430,2011,524,0,1,0,1
355440,2011,16,0,0,0,0
355450,2011,76,1,0,0,3
355460,2011,0,0,0,0,0
355465,2011,0,0,0,0,0
355470,2011,6,0,0,0,0
355475,2011,5,0,0,0,0
355480,2011,295,0,0,0,0
355490,2011,136,0,0,0,0
355500,2011,744,1,0,0,0
355510,2011,30,0,0,1,0
355520,2011,1,0,0,0,0
355530,2011,7,0,0,0,0
355535,2011,27,0,0,0,0
355540,2011,2587,6,0,0,3
355550,2011,8,0,0,0,0
355560,2011,106,1,0,0,0
355570,2011,12,0,0,0,0
355580,2011,58,0,2,1,0
355600,2011,7,1,0,0,0
355610,2011,74,0,0,0,0
355620,2011,460,83,0,0,1
355630,2011,102,0,0,1,0
355640,2011,54,0,0,0,0
355645,2011,21,1,0,0,0
355650,2011,105,8,0,0,1
355660,2011,27,0,0,0,0
355670,2011,199,31,0,0,0
355680,2011,32,0,0,0,0
355690,2011,16,0,0,0,0
355695,2011,11,0,0,0,0
355700,2011,1502,25,1,0,0
355710,2011,970,19,2,19,4
355715,2011,7,0,0,0,0
355720,2011,41,0,0,0,0
355730,2011,119,0,0,0,0
350075,2011,1,0,0,0,0
350270,2011,8,0,0,0,2
350310,2011,7,0,0,0,0
350535,2011,1,0,0,0,0
350990,2011,2,0,0,0,0
350995,2011,74,0,0,0,0
351512,2011,1,0,0,0,0
352020,2011,7,1,0,0,0
352280,2011,4,1,0,0,0
352660,2011,24,0,0,0,0
353090,2011,2,0,0,0,0
353215,2011,6,0,0,0,0
353380,2011,1,0,0,0,1
353680,2011,4,1,0,0,0
353850,2011,55,0,0,0,0
354050,2011,5,0,0,0,0
354180,2011,2,0,0,0,0
354230,2011,4,0,0,0,0
354280,2011,1,0,0,0,6
354323,2011,4,0,0,0,0
354550,2011,3,0,0,0,0
354625,2011,6,0,0,0,0
354700,2011,13,0,0,0,0
355050,2011,14,0,0,0,0
355120,2011,2,0,0,0,0
355495,2011,2,0,0,0,0
355590,2011,4,0,0,0,0
350060,2011,0,0,0,0,0
351260,2011,0,0,0,0,0
353282,2011,0,0,0,0,0
354820,2011,0,0,0,0,0
355420,2011,0,0,0,0,0
350540,2011,0,0,0,0,6
351565,2011,0,0,0,0,0
352215,2011,0,0,0,0,7
352265,2011,0,0,0,0,0
354010,2011,0,0,0,0,0
355350,2011,0,0,0,0,0
355635,2011,0,0,0,0,0
350945,2011,0,0,0,0,0
354325,2011,0,0,0,0,0
350315,2011,0,0,0,0,0
350715,2011,0,0,0,0,0
353170,2011,0,0,0,0,0
354300,2011,0,0,0,0,0
350010,2012,135,2,0,16,2
350020,2012,6,0,0,0,0
350030,2012,36,3,0,0,2
350040,2012,2,0,0,0,0
350050,2012,2,2,0,0,0
350055,2012,6,0,0,0,0
350070,2012,28,0,0,0,0
350080,2012,5,0,0,0,0
350090,2012,11,0,0,0,0
350100,2012,6,0,0,0,0
350110,2012,11,0,0,0,0
350115,2012,6,1,0,0,0
350120,2012,12,0,0,0,0
350130,2012,59,0,0,0,0
350140,2012,1,0,0,0,0
350150,2012,1,0,0,0,0
350160,2012,571,24,0,0,1
350170,2012,140,8,1,0,1
350180,2012,7,0,0,0,0
350190,2012,84,14,0,0,2
350200,2012,0,0,0,0,0
350210,2012,865,0,1,15,0
350210,2012,1,0,1,15,0
350220,2012,7,0,0,0,0
350230,2012,23,0,0,0,0
350240,2012,4,0,0,0,0
350250,2012,498,0,0,0,1
350260,2012,13,0,0,0,0
350275,2012,10,0,0,0,0
350280,2012,2422,0,2,28,4
350290,2012,7,0,0,0,0
350300,2012,78,0,0,0,0
350320,2012,870,2,1,0,1
350320,2012,1,2,1,0,1
350330,2012,158,8,0,0,1
350335,2012,3,0,0,0,0
350340,2012,1,0,0,0,0
350350,2012,1,0,0,0,1
350360,2012,8,0,0,0,0
350370,2012,2,0,0,0,0
350380,2012,33,0,0,0,0
350390,2012,27,12,0,0,0
350395,2012,0,0,0,0,0
350400,2012,229,44,1,0,2
350400,2012,1,44,1,0,2
350410,2012,55,13,0,1,2
350420,2012,21,0,0,0,1
350430,2012,2,0,0,0,0
350440,2012,6,0,0,0,0
350450,2012,9,0,0,0,1
350460,2012,38,0,0,0,0
350470,2012,5,0,0,0,0
350480,2012,21,0,0,0,0
350490,2012,0,0,0,0,0
350500,2012,0,0,0,0,0
350510,2012,43,0,0,0,0
350520,2012,6,0,0,1,0
350530,2012,14,0,0,0,0
350550,2012,681,4,0,2,2
350550,2012,1,4,0,2,2
350560,2012,58,0,0,0,0
350570,2012,492,69,1,1,2
350580,2012,51,1,0,7,0
350590,2012,33,2,1,0,2
350600,2012,325,8,5,59,1
350600,2012,1,8,5,59,1
350610,2012,177,3,0,0,1
350620,2012,10,0,0,0,0
350630,2012,4,0,0,0,0
350635,2012,114,5,228,0,0
350640,2012,36,0,0,0,0
350650,2012,568,1,0,28,1
350660,2012,1,1,0,0,0
350670,2012,10,0,0,0,0
350680,2012,5,1,0,0,0
350690,2012,17,2,0,0,0
350700,2012,17,0,0,0,1
350710,2012,3,1,0,0,0
350720,2012,3,0,0,0,0
350730,2012,1,0,0,0,0
350740,2012,567,2,0,0,0
350745,2012,1,0,0,0,0
350750,2012,122,25,1,3,3
350760,2012,71,23,0,1,0
350770,2012,14,1,0,0,1
350775,2012,4,0,0,0,0
350780,2012,18,2,0,0,0
350790,2012,355,0,0,0,0
350800,2012,8,0,0,0,0
350810,2012,191,0,1,0,1
350820,2012,15,0,0,0,0
350830,2012,0,0,0,0,0
350840,2012,24,2,0,0,3
350850,2012,82,3,0,0,0
350860,2012,105,0,0,0,1
350870,2012,6,0,0,0,0
350880,2012,11,0,0,0,0
350890,2012,0,0,0,0,0
350900,2012,103,5,0,0,0
350910,2012,17,0,0,0,0
350920,2012,28,2,0,0,1
350925,2012,5,0,0,0,4
350930,2012,30,0,0,0,0
350940,2012,22,0,0,0,0
350950,2012,5358,374,32,13,19
350950,2012,10,374,32,13,19
350960,2012,8,0,0,0,0
350970,2012,7,0,0,0,0
350980,2012,2,0,0,0,0
351000,2012,87,14,0,0,0
351010,2012,3,0,0,0,0
351015,2012,0,0,0,0,0
351020,2012,13,1,0,0,0
351030,2012,6,0,0,0,0
351040,2012,30,5,0,0,1
351050,2012,779,4,4,0,0
351060,2012,42,22,0,0,0
351070,2012,62,1,0,0,0
351080,2012,27,0,0,0,2
351090,2012,0,0,0,0,0
351100,2012,646,0,0,1,0
351100,2012,1,0,0,1,0
351110,2012,402,33,0,3,0
351110,2012,2,33,0,3,0
351120,2012,6,0,0,0,0
351130,2012,30,2,0,0,0
351140,2012,10,0,0,0,0
351150,2012,18,1,0,0,2
351160,2012,0,0,0,0,1
351170,2012,22,0,0,0,0
351190,2012,7,0,0,0,0
351200,2012,25,0,0,0,0
351210,2012,27,0,0,0,0
351220,2012,43,2,0,0,1
351230,2012,3,0,0,0,0
351240,2012,328,2,0,0,0
351250,2012,147,0,0,0,0
351270,2012,10,0,0,0,0
351280,2012,53,4,0,0,0
351290,2012,11,0,0,0,0
351300,2012,65,13,0,0,0
351310,2012,43,1,0,0,0
351320,2012,8,0,0,0,1
351330,2012,1,0,0,0,0
351340,2012,1365,4,0,0,1
351340,2012,6,4,0,0,1
351350,2012,1048,46,2,1,2
351350,2012,1,46,2,1,2
351360,2012,8,1,0,0,0
351370,2012,33,0,0,0,0
351380,2012,224,33,1,0,0
351385,2012,1,0,0,0,0
351390,2012,2,0,0,0,2
351400,2012,31,0,0,0,0
351410,2012,9,3,0,0,0
351420,2012,0,0,0,0,0
351430,2012,2,0,0,0,0
351440,2012,94,1,1,16,4
351450,2012,8,0,0,0,0
351460,2012,8,0,0,0,0
351470,2012,3,0,0,0,0
351480,2012,3,0,0,0,10
351490,2012,4,0,0,0,0
351492,2012,3,0,0,0,0
351495,2012,1,0,0,0,0
351500,2012,148,14,0,0,0
351510,2012,6,2,0,0,0
351515,2012,7,0,0,0,0
351518,2012,28,8,0,1,3
351519,2012,2,0,0,0,0
351520,2012,51,1,0,0,0
351530,2012,0,0,0,0,0
351535,2012,21,0,0,0,1
351540,2012,4,0,0,0,0
351550,2012,184,11,6,5,1
351560,2012,7,0,0,0,0
351570,2012,40,39,0,0,0
351580,2012,1,0,0,0,0
351590,2012,6,0,0,0,0
351600,2012,32,0,0,0,0
351610,2012,8,1,0,0,0
351620,2012,147,27,0,1,1
351630,2012,567,5,0,0,0
351640,2012,242,9,0,0,0
351650,2012,7,0,0,0,0
351660,2012,1,0,0,0,0
351670,2012,69,1,0,0,0
351680,2012,22,0,0,0,0
351685,2012,3,0,0,0,0
351690,2012,22,0,0,0,0
351700,2012,16,0,0,0,0
351710,2012,11,0,0,0,0
351720,2012,16,0,0,0,0
351730,2012,3,0,0,0,0
351740,2012,797,0,0,0,0
351740,2012,1,0,0,0,0
351750,2012,32,2,0,0,0
351760,2012,2,0,0,0,0
351770,2012,13,0,0,0,0
351780,2012,88,0,0,0,0
351790,2012,14,0,0,0,0
351800,2012,3,0,0,1,1
351810,2012,3,0,0,0,0
351820,2012,43,0,0,0,0
351830,2012,20,20,0,0,1
351840,2012,3990,2,2,0,0
351840,2012,1,2,2,0,0
351850,2012,2,0,0,0,0
351860,2012,16,0,0,0,0
351870,2012,311,29,1,0,1
351880,2012,1140,177,0,0,0
351885,2012,5,0,0,0,0
351890,2012,3,0,0,0,0
351900,2012,3,0,0,0,0
351905,2012,6,0,0,0,0
351907,2012,857,25,0,0,0
351907,2012,1,25,0,0,0
351910,2012,10,0,0,0,0
351920,2012,5,0,0,0,0
351925,2012,0,0,0,0,0
351930,2012,25,0,0,0,0
351940,2012,188,0,0,0,0
351950,2012,8,3,0,0,0
351960,2012,647,0,0,1,1
351960,2012,1,0,0,1,1
351970,2012,3,2,0,0,1
351980,2012,90,0,0,0,0
351990,2012,9,0,0,0,0
352000,2012,9,0,0,0,0
352010,2012,124,0,0,0,0
352030,2012,10,0,0,0,2
352040,2012,328,2,0,0,1
352042,2012,19,0,0,0,0
352044,2012,52,0,2,0,0
352050,2012,169,12,0,0,1
352050,2012,2,12,0,0,1
352060,2012,5,0,0,0,0
352070,2012,20,0,0,0,0
352080,2012,1,0,0,0,0
352090,2012,5,2,0,0,0
352100,2012,84,1,0,0,2
352110,2012,3,0,0,0,0
352115,2012,7,0,0,0,0
352120,2012,0,0,0,0,5
352130,2012,72,0,0,1,0
352130,2012,10,0,0,1,0
352140,2012,45,1,0,0,0
352150,2012,6,1,0,0,0
352160,2012,1,0,0,0,0
352170,2012,12,0,0,0,0
352180,2012,5,0,0,0,0
352190,2012,13,5,0,0,0
352200,2012,4,1,0,0,0
352210,2012,92,14,0,0,0
352220,2012,51,26,0,0,0
352230,2012,76,8,1,0,1
352240,2012,58,25,0,0,0
352250,2012,112,34,0,1,0
352260,2012,256,1,0,0,2
352270,2012,85,1,0,0,0
352290,2012,8,1,0,0,0
352300,2012,121,0,0,0,0
352310,2012,33,9,0,0,0
352320,2012,15,0,0,0,2
352330,2012,8,0,0,0,1
352340,2012,110,28,0,0,0
352350,2012,13,0,0,0,0
352360,2012,4,0,0,0,0
352370,2012,0,0,0,0,0
352380,2012,3,0,0,0,1
352390,2012,134,20,0,0,2
352400,2012,11,0,0,0,1
352400,2012,1,0,0,0,1
352410,2012,312,1,0,0,0
352420,2012,7,0,0,0,0
352430,2012,166,5,0,0,0
352440,2012,229,37,5,0,1
352450,2012,9,0,0,0,0
352460,2012,82,1,0,0,0
352470,2012,142,11,0,0,4
352480,2012,197,4,0,6,2
352480,2012,1,4,0,6,2
352490,2012,5,0,0,0,0
352500,2012,71,4,0,0,0
352510,2012,73,0,0,0,0
352510,2012,1,0,0,0,0
352520,2012,2,1,0,0,1
352530,2012,86,8,0,0,0
352540,2012,0,0,0,0,0
352550,2012,1,2,0,0,0
352560,2012,4,0,0,0,0
352570,2012,68,0,0,0,0
352580,2012,2,0,0,0,0
352585,2012,2,0,0,0,0
352590,2012,535,56,0,0,2
352600,2012,58,0,0,1,0
352610,2012,34,6,0,0,0
352620,2012,6,2,0,0,0
352630,2012,7,0,0,0,0
352640,2012,36,0,0,0,0
352650,2012,5,0,0,0,0
352670,2012,124,3,0,0,0
352680,2012,32,0,0,0,0
352690,2012,294,18,0,0,0
352700,2012,0,0,0,0,0
352710,2012,123,2,0,0,0
352710,2012,1,2,0,0,0
352720,2012,183,7,0,0,0
352725,2012,36,0,0,0,0
352730,2012,29,7,0,0,0
352740,2012,40,1,0,0,0
352750,2012,0,0,0,0,0
352760,2012,51,0,0,0,0
352770,2012,2,0,1,0,0
352780,2012,4,0,0,0,0
352790,2012,0,0,0,0,0
352800,2012,2,0,0,0,0
352810,2012,4,0,0,0,0
352820,2012,2,0,0,0,0
352830,2012,8,0,0,0,0
352840,2012,17,2,0,0,1
352850,2012,13,1,0,0,4
352860,2012,4,0,0,0,0
352870,2012,0,0,0,0,0
352880,2012,0,0,0,0,0
352885,2012,6,3,0,0,0
352890,2012,6,0,0,0,0
352900,2012,1071,32,8,37,1
352900,2012,3,32,8,37,1
352910,2012,3,0,0,0,0
352920,2012,37,0,0,0,1
352930,2012,488,6,0,0,1
352940,2012,60,34,0,1,2
352950,2012,24,0,0,0,0
352960,2012,6,0,0,0,0
352965,2012,2,0,0,0,1
352970,2012,166,0,0,0,0
352980,2012,1,0,0,0,0
352990,2012,22,14,0,0,3
353000,2012,19,0,0,0,0
353010,2012,37,0,0,6,0
353020,2012,54,0,0,0,0
353030,2012,181,0,0,0,0
353040,2012,11,0,0,0,0
353050,2012,62,1,0,0,1
353060,2012,63,35,1,0,0
353070,2012,314,2,0,0,0
353080,2012,248,2,0,0,0
353080,2012,1,2,0,0,0
353100,2012,4,0,0,0,0
353110,2012,58,9,1,0,1
353120,2012,0,0,0,0,0
353130,2012,78,6,0,0,2
353140,2012,45,0,0,0,0
353150,2012,64,1,0,0,0
353160,2012,8,0,0,1,0
353180,2012,35,1,0,1,0
353190,2012,137,1,0,0,0
353190,2012,3,1,0,0,0
353200,2012,5,7,0,0,0
353205,2012,8,0,0,0,0
353210,2012,11,0,0,0,0
353220,2012,66,0,0,0,0
353230,2012,2,0,0,0,0
353240,2012,0,0,0,0,1
353250,2012,7,0,0,0,0
353260,2012,12,0,0,0,0
353270,2012,2,0,0,0,0
353280,2012,32,0,0,0,0
353284,2012,7,0,0,0,0
353286,2012,0,0,0,0,0
353290,2012,21,0,0,0,0
353300,2012,35,0,0,0,0
353310,2012,36,0,0,0,0
353320,2012,11,0,0,0,0
353325,2012,56,0,0,0,0
353330,2012,67,0,0,0,0
353340,2012,61,5,0,0,1
353350,2012,17,1,0,0,0
353360,2012,1,0,0,0,0
353370,2012,4,0,0,0,0
353390,2012,203,2,0,0,0
353400,2012,31,0,0,0,0
353410,2012,2,2,0,0,0
353420,2012,16,0,0,0,0
353430,2012,137,0,0,1,0
353440,2012,451,46,0,0,1
353450,2012,4,0,0,0,0
353460,2012,20,0,0,0,0
353470,2012,71,6,0,0,3
353475,2012,42,1,0,0,0
353480,2012,13,0,0,0,0
353490,2012,48,0,0,0,0
353500,2012,9,0,0,0,0
353510,2012,11,0,0,0,0
353520,2012,28,0,0,0,0
353530,2012,42,4,0,0,1
353540,2012,64,0,0,0,0
353550,2012,40,22,1,0,2
353560,2012,7,1,0,0,0
353570,2012,11,1,0,0,0
353580,2012,0,0,0,0,0
353590,2012,13,0,0,0,0
353600,2012,39,0,0,0,0
353610,2012,0,0,0,0,0
353620,2012,47,36,2,0,0
353625,2012,7,0,0,0,0
353630,2012,2,0,0,0,0
353640,2012,18,0,0,0,1
353650,2012,289,50,0,1,0
353657,2012,1,0,0,0,0
353660,2012,3,0,0,0,0
353670,2012,46,1,0,0,0
353690,2012,15,0,0,0,0
353700,2012,2,0,0,0,0
353710,2012,24,0,0,0,0
353715,2012,1,0,0,0,0
353720,2012,6,1,0,0,0
353730,2012,260,0,1,15,1
353740,2012,101,0,0,2,0
353750,2012,4,0,0,0,0
353760,2012,78,6,0,0,0
353760,2012,1,6,0,0,0
353770,2012,3,0,0,0,1
353780,2012,32,6,0,0,0
353790,2012,9,1,1,0,0
353800,2012,741,3,0,0,0
353810,2012,30,2,0,0,0
353820,2012,0,0,0,0,0
353830,2012,27,0,0,0,0
353860,2012,2,0,0,0,0
353870,2012,4408,76,0,0,4
353870,2012,1,76,0,0,4
353880,2012,8,3,0,0,0
353880,2012,1,3,0,0,0
353890,2012,15,0,0,0,0
353900,2012,7,0,0,0,0
353910,2012,12,2,0,0,0
